vendor_id,vendor_performance_variability,shipping_route,warehouse_location,transportation_mode,political_instability_index,weather_condition_severity,disruption_occurred
V105,5.75,US-Asia,Dubai,Road,9.71,3.11,1
V105,4.29,Europe-US,Singapore,Sea,8.83,6,1
V101,2.76,Europe-US,Shanghai,Road,9.46,2.38,1
V104,7.69,Europe-US,Dubai,Rail,1.14,5.84,1
V104,2.26,Europe-US,New York,Sea,8.68,3.87,1
V105,6.92,Africa-Europe,Singapore,Sea,1.29,0.34,0
V103,2.33,MiddleEast-Asia,Mumbai,Air,6.33,4.03,1
V102,6.25,MiddleEast-Asia,Singapore,Air,7.2,9.2,1
V103,7.47,US-Asia,Singapore,Sea,1.61,2.93,0
V106,2.19,Asia-Europe,Berlin,Sea,6.33,3.23,0
V106,0.6,US-Asia,Singapore,Air,0.52,0.66,0
V102,1.31,US-Asia,New York,Rail,2.93,6.15,0
V105,6.06,US-Asia,Mumbai,Road,9.21,8.49,1
V102,8.49,US-Asia,New York,Road,1.72,3.53,1
V104,0.45,MiddleEast-Asia,Shanghai,Road,0.65,2.4,0
V106,7.34,Asia-Europe,Dubai,Sea,4.44,9.57,1
V101,3.41,US-Asia,Singapore,Rail,8.51,7.45,1
V101,4.79,MiddleEast-Asia,Berlin,Air,0.77,5.67,0
V105,9.29,US-Asia,Mumbai,Rail,3.56,3.06,1
V104,3.32,Europe-US,Berlin,Rail,9,2.21,1
V103,4.65,US-Asia,Berlin,Road,1.18,7.16,1
V104,0.14,US-Asia,Berlin,Air,3.11,5.22,0
V101,0.82,Africa-Europe,Singapore,Rail,7.78,5.21,1
V101,2.59,Europe-US,Mumbai,Air,5.43,0.74,0
V106,0.28,Asia-Europe,Mumbai,Sea,8.32,5.12,1
V104,6.31,US-Asia,Berlin,Road,1.12,8.23,1
V104,4.26,Asia-Europe,Dubai,Air,9.21,9.47,1
V101,5.48,Europe-US,Singapore,Sea,9.35,1.07,1
V103,1.75,US-Asia,Singapore,Sea,1.55,6.31,0
V105,2.96,Africa-Europe,New York,Sea,0.34,5.68,0
V105,6.64,MiddleEast-Asia,Singapore,Rail,9.9,8.9,1
V104,9.65,Africa-Europe,Berlin,Rail,4.82,7.51,1
V105,0.5,Africa-Europe,Shanghai,Road,5.72,9.65,1
V101,8.9,MiddleEast-Asia,Berlin,Road,6.16,9.6,1
V101,5.77,MiddleEast-Asia,Mumbai,Sea,7.9,2.26,1
V104,5.64,MiddleEast-Asia,Singapore,Road,8.12,7.25,1
V104,5,US-Asia,Singapore,Rail,1.94,5.31,0
V106,0.69,Asia-Europe,New York,Road,2.37,2.15,0
V104,0.9,Asia-Europe,Shanghai,Air,8.77,1.95,0
V103,6.01,MiddleEast-Asia,Singapore,Rail,8.2,0.81,1
V105,3.41,Africa-Europe,New York,Sea,6.18,7.96,1
V104,9.17,Europe-US,New York,Sea,9.95,3.25,1
V102,4.07,MiddleEast-Asia,Shanghai,Road,7.35,8.57,1
V106,1.43,Africa-Europe,Berlin,Rail,2.16,6.08,0
V102,7.15,Africa-Europe,Berlin,Sea,8.47,6.74,1
V101,2.93,US-Asia,Berlin,Sea,4.15,2.92,0
V105,5.25,US-Asia,Dubai,Rail,0.36,4.57,0
V104,6.98,Asia-Europe,Berlin,Rail,3.21,4.12,1
V102,9,Asia-Europe,Shanghai,Sea,7.64,2.36,1
V105,7.92,Europe-US,Dubai,Road,9.6,8.33,1
V101,6.76,Europe-US,Berlin,Road,2.76,6.22,1
V103,6.8,Europe-US,Dubai,Road,2.47,0.37,0
V106,9.46,Europe-US,Shanghai,Air,5.64,8.2,1
V105,2.96,Africa-Europe,Berlin,Rail,8.12,1.06,0
V105,0.01,Africa-Europe,Mumbai,Sea,7.47,4.04,0
V103,2.72,Asia-Europe,Singapore,Air,5.6,5.71,1
V105,2.18,US-Asia,Shanghai,Road,6.31,0.08,0
V101,6.62,US-Asia,New York,Air,2.42,6.53,1
V101,6.34,MiddleEast-Asia,New York,Sea,4.33,6.6,1
V103,5.93,Africa-Europe,Shanghai,Sea,2.55,6.53,1
V106,0.16,Europe-US,New York,Rail,8.84,1.63,0
V104,7.29,Europe-US,Shanghai,Road,1.13,2.56,0
V102,3.24,MiddleEast-Asia,Mumbai,Road,6.8,2.47,1
V104,6.65,US-Asia,Shanghai,Air,2.6,9.6,1
V105,5.57,Europe-US,Berlin,Road,4.76,0.68,0
V102,3.43,US-Asia,Berlin,Air,2.99,4.29,0
V103,1.35,MiddleEast-Asia,Dubai,Sea,3.23,8.71,1
V103,0.94,US-Asia,New York,Sea,2.6,7.69,0
V106,8.32,US-Asia,Singapore,Sea,7.53,8.22,1
V102,9.18,US-Asia,New York,Sea,3.66,9.72,1
V101,6.5,Europe-US,Shanghai,Sea,7.26,3.87,1
V102,1.03,Asia-Europe,Singapore,Air,4.56,3.1,0
V105,4.02,Africa-Europe,Singapore,Sea,5.47,0.31,0
V101,7.29,US-Asia,New York,Air,5.43,1.5,1
V103,7.8,US-Asia,Singapore,Sea,9.76,5.62,1
V102,1.18,US-Asia,Singapore,Air,3.67,1.58,0
V104,0,Asia-Europe,Berlin,Air,2.08,7.36,0
V106,7.12,MiddleEast-Asia,Mumbai,Air,9.12,0.37,1
V104,3.57,Europe-US,Shanghai,Road,1.75,2.59,0
V106,2.54,Asia-Europe,New York,Air,8.34,6.95,1
V105,0.13,US-Asia,Berlin,Air,1.5,2.56,0
V104,5.4,Asia-Europe,Dubai,Sea,6.59,7.29,1
V102,8.51,Asia-Europe,Singapore,Air,1.51,9.96,1
V102,9.58,Asia-Europe,Singapore,Air,9.23,7.97,1
V104,5.66,MiddleEast-Asia,New York,Rail,5.65,3.42,1
V102,5.14,Africa-Europe,Mumbai,Road,3.29,9.01,1
V105,0.85,Europe-US,Mumbai,Rail,1.4,0.51,0
V101,5.49,MiddleEast-Asia,New York,Sea,3.71,7.25,1
V105,3.8,MiddleEast-Asia,New York,Road,7.05,0.23,0
V106,6.07,Africa-Europe,Berlin,Road,3.85,1.75,0
V105,3.89,MiddleEast-Asia,New York,Rail,2.46,9.88,1
V106,2.4,Asia-Europe,Dubai,Road,5.77,3.61,0
V102,0.95,Asia-Europe,Berlin,Rail,4.18,8.2,1
V101,3.15,US-Asia,Singapore,Air,1.66,3.76,0
V102,0.97,MiddleEast-Asia,Singapore,Rail,1.54,8.4,0
V103,1.77,US-Asia,Singapore,Road,7.07,9.65,1
V102,9.87,Europe-US,Singapore,Road,9.75,4.36,1
V106,4.44,Asia-Europe,Shanghai,Sea,2.33,5.59,0
V102,5.32,Europe-US,Dubai,Sea,7.73,6.29,1
V102,8.74,Africa-Europe,Berlin,Sea,0.88,9.35,1
V101,9.96,Asia-Europe,Berlin,Sea,3.82,2.57,1
V102,5.83,Europe-US,Singapore,Road,5.07,6.11,1
V101,8.12,Africa-Europe,Mumbai,Sea,2.69,3.25,1
V104,3.27,Europe-US,Berlin,Rail,5.3,2.17,0
V103,3.06,Africa-Europe,Dubai,Air,8.83,0.85,1
V101,4.03,Africa-Europe,New York,Road,9.44,6.21,1
V106,6.73,Asia-Europe,Dubai,Sea,1.01,8.82,1
V104,6.82,US-Asia,Singapore,Road,2.72,3.51,1
V101,3.15,Africa-Europe,Singapore,Sea,9.79,5.53,1
V101,1.33,Africa-Europe,Shanghai,Road,2.7,6.42,0
V103,6.32,Asia-Europe,Berlin,Sea,6.93,4.15,1
V106,1.28,US-Asia,Berlin,Air,2.53,9.03,1
V105,5.78,MiddleEast-Asia,Berlin,Sea,3.56,3.63,1
V105,6.93,MiddleEast-Asia,Singapore,Rail,1.91,1.25,0
V101,7.01,US-Asia,Berlin,Road,8.56,1.44,1
V102,7.53,Europe-US,Mumbai,Road,8.83,8.91,1
V106,8.73,Asia-Europe,Mumbai,Rail,2.97,9.88,1
V104,5,US-Asia,New York,Rail,8.24,2.89,1
V102,7.3,MiddleEast-Asia,Berlin,Air,3.58,1.44,0
V102,6.19,Africa-Europe,Shanghai,Road,0.99,4.82,0
V106,1.87,MiddleEast-Asia,New York,Air,7.58,7.1,1
V101,0.26,Africa-Europe,Singapore,Road,5.96,6.12,0
V101,2.85,Asia-Europe,Berlin,Road,2.74,9.51,1
V101,4.43,Africa-Europe,Mumbai,Air,2.53,8.18,1
V101,6.17,US-Asia,Shanghai,Road,9.76,8.69,1
V105,8.5,Africa-Europe,New York,Road,8.63,5.42,1
V101,1.96,Europe-US,Shanghai,Air,8.1,3.27,1
V105,1.26,US-Asia,Berlin,Sea,1.28,7.02,0
V105,9.63,Asia-Europe,Dubai,Air,7.55,4.39,1
V101,1.08,US-Asia,Shanghai,Road,2.15,2.88,0
V103,4.78,Europe-US,Shanghai,Rail,9.77,1.52,1
V104,5.86,Asia-Europe,Singapore,Sea,0.52,5.28,0
V102,5.41,MiddleEast-Asia,Mumbai,Rail,3.52,5.94,1
V105,0.86,Europe-US,Berlin,Sea,4.29,5.69,0
V106,0.57,Asia-Europe,Shanghai,Rail,8.24,1.17,0
V106,1.05,Africa-Europe,Berlin,Sea,7.66,5.7,1
V104,5.86,US-Asia,Mumbai,Air,3.75,1.68,0
V106,5.44,Asia-Europe,Singapore,Sea,5.66,6.64,1
V103,2.34,US-Asia,Berlin,Sea,8.36,4.29,1
V106,6.38,Africa-Europe,Mumbai,Sea,0.18,8.49,1
V102,8.2,Asia-Europe,Mumbai,Road,8.02,7.78,1
V102,0.42,MiddleEast-Asia,New York,Rail,9.47,7.24,1
V105,4.98,Europe-US,Singapore,Air,0.32,7.01,0
V101,6.89,Asia-Europe,Singapore,Rail,0.46,5.6,1
V103,2.52,Africa-Europe,Berlin,Rail,3.45,0.61,0
V105,3.08,Asia-Europe,Dubai,Air,0.88,6.55,0
V103,6.14,US-Asia,New York,Road,4.79,4.67,1
V101,8.98,Asia-Europe,Singapore,Sea,7.29,4.7,1
V106,8.1,MiddleEast-Asia,Mumbai,Road,5.67,3.79,1
V106,5.83,Asia-Europe,Singapore,Road,1.96,9.29,1
V101,7.3,Europe-US,Dubai,Sea,6.55,2.49,1
V105,3.65,Asia-Europe,Shanghai,Rail,6.85,3.17,1
V101,6.41,US-Asia,Shanghai,Sea,9.32,9.63,1
V104,4.66,Asia-Europe,Singapore,Air,1.47,8.1,1
V102,1.9,MiddleEast-Asia,Singapore,Sea,6.92,0.14,0
V105,7.02,Africa-Europe,New York,Rail,9.11,9.06,1
V103,5.56,Asia-Europe,Singapore,Road,5.02,2.27,1
V104,3.59,Asia-Europe,Dubai,Road,3.62,7.06,1
V105,9.11,Europe-US,Singapore,Sea,1.71,5.53,1
V101,0.21,MiddleEast-Asia,Berlin,Air,8.67,5.37,1
V101,3.16,Africa-Europe,Dubai,Rail,3.94,7.18,1
V101,0.57,US-Asia,New York,Road,9.25,2.07,0
V101,7.67,Asia-Europe,Berlin,Sea,8.48,1.59,1
V103,7.02,Africa-Europe,Berlin,Air,3.77,6.52,1
V104,3.31,US-Asia,Shanghai,Air,5.74,2.91,0
V106,6.76,MiddleEast-Asia,Dubai,Road,0.27,9.74,1
V102,3.96,MiddleEast-Asia,Berlin,Road,2.63,4.52,0
V103,7.56,Africa-Europe,New York,Rail,7.1,1.12,1
V103,4.54,US-Asia,Shanghai,Air,6.78,6.86,1
V106,4.12,MiddleEast-Asia,Berlin,Rail,3.53,3.06,0
V106,9.35,Africa-Europe,Dubai,Air,8.09,1.49,1
V102,2.51,MiddleEast-Asia,Shanghai,Air,2.36,4.23,0
V102,1.2,MiddleEast-Asia,Dubai,Sea,4.61,9.64,1
V106,5.85,MiddleEast-Asia,Dubai,Road,4.73,4.11,1
V101,9.69,Europe-US,Dubai,Air,3.41,3.47,1
V103,3.78,US-Asia,Shanghai,Rail,9.55,4.45,1
V105,0.62,Africa-Europe,Berlin,Road,6.97,0.12,0
V102,3.39,Africa-Europe,Singapore,Rail,5.39,1.33,0
V102,5.06,US-Asia,Mumbai,Road,5.11,8.5,1
V106,1.62,US-Asia,Berlin,Road,1.59,9.78,1
V104,6.58,US-Asia,Shanghai,Air,3.72,1.58,0
V105,9.98,US-Asia,Mumbai,Sea,6.73,5.36,1
V105,4.52,Asia-Europe,Mumbai,Air,9.25,9.66,1
V102,3.55,Africa-Europe,Mumbai,Road,8.16,1.57,1
V101,4.01,Asia-Europe,Singapore,Air,3,1.86,0
V104,1.15,MiddleEast-Asia,New York,Air,4.34,9.27,1
V105,8.83,MiddleEast-Asia,Shanghai,Road,0.83,7.06,1
V102,4.15,Africa-Europe,Singapore,Road,1.02,1.52,0
V105,3.87,MiddleEast-Asia,Singapore,Air,4.7,3.93,0
V104,6.6,US-Asia,New York,Air,5.3,0.56,0
V104,4.42,Asia-Europe,Mumbai,Air,2.64,4.33,0
V103,6.48,US-Asia,New York,Rail,6.43,7.78,1
V106,0.61,MiddleEast-Asia,New York,Air,7.03,5.54,1
V106,8.14,Asia-Europe,Singapore,Rail,2.99,6.47,1
V102,9.41,US-Asia,Shanghai,Sea,7.58,3.27,1
V104,6.49,Africa-Europe,Dubai,Rail,2.06,1.61,0
V103,9.55,US-Asia,New York,Air,5.44,0.13,1
V103,1.51,MiddleEast-Asia,New York,Sea,8.04,8.21,1
V105,4.77,Asia-Europe,Mumbai,Rail,5.37,6.37,1
V105,6.02,Africa-Europe,Mumbai,Rail,9.08,2.29,1
V103,5.82,Asia-Europe,Singapore,Road,0.59,4.18,0
V105,4.01,Africa-Europe,Mumbai,Sea,5.88,8.01,1
V104,3.38,Asia-Europe,Berlin,Road,5.62,5.39,1
V101,1.27,MiddleEast-Asia,New York,Sea,6.6,3,0
V104,3.92,Africa-Europe,Mumbai,Rail,8.33,2.67,1
V103,1.63,Europe-US,Shanghai,Road,7.26,2.18,0
V103,7.34,Asia-Europe,Berlin,Air,7.9,8.24,1
V104,2.09,Asia-Europe,Singapore,Rail,2.89,5.82,0
V105,0.59,US-Asia,Dubai,Sea,3.87,7.09,0
V105,5.52,Africa-Europe,New York,Sea,6.27,8.6,1
V106,5.95,Europe-US,New York,Road,5.53,9.87,1
V103,8.72,MiddleEast-Asia,Shanghai,Road,9.61,2.49,1
V102,5.77,US-Asia,Dubai,Sea,1.87,1.81,0
V106,3.45,Europe-US,Dubai,Rail,3.51,4.62,0
V105,8.03,Africa-Europe,Singapore,Road,5.73,0.35,1
V104,5.4,Europe-US,Singapore,Air,8.68,7.92,1
V105,0.79,Asia-Europe,Berlin,Sea,9.29,8.84,1
V104,5.66,Asia-Europe,New York,Air,3.36,6.86,1
V106,9.08,US-Asia,Mumbai,Sea,0.67,2.68,0
V103,3.96,Africa-Europe,Singapore,Air,4.22,1.23,0
V105,2.96,Africa-Europe,Shanghai,Rail,3.94,3.82,0
V104,1.43,Europe-US,Shanghai,Sea,9.86,8.33,1
V103,1.51,US-Asia,Shanghai,Rail,4.31,3.48,0
V102,4.33,Africa-Europe,Singapore,Road,3.06,0.34,0
V104,5.96,Asia-Europe,Singapore,Sea,3.65,2.74,0
V106,0.81,Europe-US,Shanghai,Rail,3.97,9.9,1
V102,9.4,MiddleEast-Asia,Singapore,Air,8.22,6.77,1
V102,7.55,Asia-Europe,Mumbai,Rail,0.81,9.01,1
V101,5.87,US-Asia,Mumbai,Sea,3.17,7.75,1
V105,8.28,Africa-Europe,Berlin,Rail,9.66,5.4,1
V104,0.8,Asia-Europe,New York,Air,1.53,1.49,0
V102,4.77,MiddleEast-Asia,Mumbai,Air,7.43,3.49,1
V101,6.3,MiddleEast-Asia,Berlin,Air,3.56,5.84,1
V106,8.29,US-Asia,Dubai,Road,5.82,8.71,1
V103,7.83,Asia-Europe,New York,Sea,1,2.69,0
V104,2.77,Europe-US,Mumbai,Air,3.06,1.21,0
V102,9.41,Asia-Europe,Dubai,Road,5.01,5.59,1
V105,1.24,MiddleEast-Asia,Berlin,Air,2.32,1.77,0
V101,8.75,US-Asia,Mumbai,Rail,5.42,6.1,1
V102,9.71,US-Asia,Mumbai,Sea,2.2,2.64,1
V105,1.77,Europe-US,Singapore,Rail,6.5,2.31,0
V102,7.22,US-Asia,Dubai,Road,9.04,3.99,1
V104,0.4,US-Asia,Mumbai,Rail,0.85,5.93,0
V104,4.05,US-Asia,Shanghai,Rail,2.17,5.45,0
V104,5.16,US-Asia,Singapore,Air,8.44,2.45,1
V106,5.81,US-Asia,Singapore,Rail,6.32,8.91,1
V106,9.36,MiddleEast-Asia,Mumbai,Air,0.79,1.1,0
V101,6.72,Asia-Europe,Singapore,Air,4.86,0.39,0
V104,4.81,Africa-Europe,New York,Sea,2.1,6.03,1
V105,8.1,US-Asia,Dubai,Road,1.99,1.23,0
V102,9.51,Africa-Europe,New York,Road,9.41,5.05,1
V103,0.22,Africa-Europe,Berlin,Road,7.62,9.52,1
V105,9.83,MiddleEast-Asia,New York,Air,6.96,6.99,1
V106,0.86,US-Asia,Shanghai,Road,2.39,6.17,0
V106,8.14,Africa-Europe,Singapore,Air,1.19,5.75,1
V105,2.8,US-Asia,Singapore,Sea,8.71,1.8,1
V106,1.32,Europe-US,Shanghai,Road,0.06,4.33,0
V104,4.4,Europe-US,Singapore,Air,3.88,3.43,0
V101,6.44,Europe-US,New York,Road,2.78,9.53,1
V102,3.81,Africa-Europe,Berlin,Road,5.7,2.42,0
V101,0.55,Europe-US,Mumbai,Sea,2.51,4.72,0
V102,5.99,MiddleEast-Asia,Shanghai,Rail,3.11,9.38,1
V102,9.02,MiddleEast-Asia,New York,Road,8.5,7.89,1
V101,3.83,Africa-Europe,New York,Sea,6.03,9.65,1
V105,2.16,US-Asia,New York,Road,1.46,6.08,0
V102,4.43,Asia-Europe,Mumbai,Road,7.26,3.34,1
V101,0.48,US-Asia,Dubai,Road,2.07,8.27,0
V102,8.2,US-Asia,Singapore,Road,4.33,2.91,1
V103,8.26,US-Asia,Singapore,Rail,6.47,1.65,1
V105,5.88,US-Asia,Berlin,Rail,2.72,7.06,1
V104,3.53,Asia-Europe,Dubai,Road,3.84,6.39,1
V102,8,Europe-US,Singapore,Road,7.34,8.79,1
V103,5.55,US-Asia,Berlin,Sea,9.38,9.62,1
V104,8.26,MiddleEast-Asia,Berlin,Sea,5.29,8.57,1
V104,6.31,Africa-Europe,New York,Air,0.1,0.6,0
V102,7.84,Africa-Europe,Shanghai,Rail,3.38,6.65,1
V101,5.99,MiddleEast-Asia,New York,Road,3.99,7.85,1
V102,4.14,US-Asia,Mumbai,Rail,3.39,9.82,1
V103,9.58,Asia-Europe,Singapore,Sea,4.36,3.75,1
V104,5.41,Europe-US,Berlin,Rail,6.33,1.7,1
V102,6.05,Africa-Europe,Shanghai,Rail,1.21,8.53,1
V101,2.2,Europe-US,Singapore,Road,2.73,3.17,0
V102,6.26,Asia-Europe,Berlin,Road,5.08,5.98,1
V105,5.72,Africa-Europe,Berlin,Sea,3.16,3.9,1
V101,1.85,Europe-US,New York,Road,9.91,4.02,1
V103,0.6,Asia-Europe,Shanghai,Sea,4.31,7.32,0
V104,6.04,Europe-US,Shanghai,Sea,8.7,3.61,1
V102,7.64,US-Asia,Singapore,Air,8.97,6.93,1
V101,5.23,Asia-Europe,Berlin,Air,8.36,0.14,1
V105,2.27,Europe-US,Shanghai,Air,0.47,3.25,0
V101,6.67,US-Asia,Shanghai,Rail,9.48,3.19,1
V106,0.8,US-Asia,Singapore,Air,1.29,7.49,0
V105,4.42,Asia-Europe,New York,Road,0.34,3.15,0
V103,1.63,MiddleEast-Asia,Dubai,Road,4.14,6.33,0
V104,1.84,Africa-Europe,Mumbai,Air,1.95,6.89,0
V103,2.02,Asia-Europe,Dubai,Rail,1.84,6.58,0
V102,3.87,US-Asia,Shanghai,Sea,2.88,6.03,1
V101,0.51,US-Asia,Berlin,Rail,2.48,4.14,0
V106,3.98,Asia-Europe,Mumbai,Rail,6.85,3.73,1
V105,5.12,MiddleEast-Asia,Mumbai,Sea,1.87,5.65,1
V105,4.83,Africa-Europe,Berlin,Sea,5.43,0.64,0
V101,3.83,Europe-US,Mumbai,Sea,9.86,8.76,1
V106,8.39,Asia-Europe,Berlin,Road,4.32,8.25,1
V101,1.45,Africa-Europe,Mumbai,Sea,6.42,3.46,0
V102,5.06,Africa-Europe,Singapore,Sea,9.69,5.67,1
V103,0.62,US-Asia,Singapore,Rail,1.38,9.32,0
V105,0.71,Europe-US,Dubai,Rail,4.19,2.72,0
V102,5.74,Asia-Europe,Mumbai,Air,8.5,7.42,1
V103,5.66,US-Asia,New York,Rail,9.32,0.83,1
V102,8.78,US-Asia,Berlin,Sea,6.01,5.23,1
V106,5.58,MiddleEast-Asia,Mumbai,Road,1.43,8.84,1
V105,9.6,Africa-Europe,Singapore,Rail,9.01,5.52,1
V101,0.49,Asia-Europe,Singapore,Rail,1.74,6.16,0
V101,0.98,Asia-Europe,Berlin,Sea,3.53,9.08,1
V103,0.44,Asia-Europe,New York,Rail,3.76,7.15,0
V104,1.85,US-Asia,Mumbai,Rail,4.47,6.96,1
V106,5.41,MiddleEast-Asia,Mumbai,Sea,7.9,5.86,1
V103,6.46,Europe-US,New York,Rail,8.02,6.33,1
V104,0.46,US-Asia,New York,Road,7.2,8.04,1
V102,9.46,Europe-US,New York,Air,0.22,9.79,1
V106,8.42,MiddleEast-Asia,Singapore,Rail,5.65,7.95,1
V102,2.97,Africa-Europe,Berlin,Road,7.47,7.08,1
V105,0.77,Asia-Europe,New York,Rail,4.45,1.36,0
V106,1.7,Europe-US,Berlin,Air,9.45,8.17,1
V104,1.27,US-Asia,Dubai,Sea,8.24,7.36,1
V105,1.23,Europe-US,Mumbai,Air,6.38,7.7,1
V101,5.19,Africa-Europe,Mumbai,Rail,0.62,2.31,0
V104,2.46,Asia-Europe,Shanghai,Air,6.52,9.03,1
V103,3.58,Europe-US,Dubai,Air,9.12,0.97,1
V101,9.9,Africa-Europe,New York,Sea,3.79,2.54,1
V101,6.84,US-Asia,New York,Rail,8.38,6.63,1
V103,9.49,MiddleEast-Asia,Singapore,Air,3.13,6.74,1
V106,1.43,US-Asia,Dubai,Air,5.7,3.13,0
V101,3.82,Asia-Europe,New York,Sea,6.48,7.02,1
V104,5.55,US-Asia,Shanghai,Road,6.78,3.88,1
V105,0.77,US-Asia,Berlin,Rail,8.83,0,0
V101,0.04,US-Asia,Mumbai,Road,2.35,1.63,0
V104,6.7,US-Asia,Dubai,Road,2.62,8.83,1
V102,6.42,Asia-Europe,Mumbai,Sea,7.04,2.23,1
V104,4.11,Africa-Europe,Berlin,Sea,1.77,1.13,0
V105,4.9,Europe-US,Dubai,Rail,4.64,6.82,1
V104,4.15,MiddleEast-Asia,Berlin,Road,0.2,4.41,0
V103,0.24,Europe-US,New York,Air,1.41,7.97,0
V105,3.35,Europe-US,New York,Road,6.79,8.61,1
V106,1.77,MiddleEast-Asia,New York,Sea,7.47,8.46,1
V102,0.98,Asia-Europe,Berlin,Air,1.15,3.13,0
V103,9.57,MiddleEast-Asia,Berlin,Air,2.28,5.06,1
V106,5.99,Asia-Europe,Berlin,Sea,0.99,6.5,1
V104,7.29,Europe-US,Mumbai,Air,4.33,3.22,1
V105,3.15,Asia-Europe,Berlin,Road,1.26,0.41,0
V102,3.93,Africa-Europe,New York,Sea,4.37,4.96,1
V103,2.37,MiddleEast-Asia,Shanghai,Rail,7.32,0.13,0
V106,0.97,Africa-Europe,Berlin,Sea,6.83,9.51,1
V106,1.79,Europe-US,Shanghai,Rail,2.8,7.97,1
V102,7.98,MiddleEast-Asia,New York,Rail,6.74,1.92,1
V104,6.78,Europe-US,Berlin,Sea,9.28,2.88,1
V102,5.47,Africa-Europe,Mumbai,Sea,3.48,9.83,1
V106,4.75,Europe-US,Mumbai,Rail,3.29,3.74,0
V101,9.22,MiddleEast-Asia,Shanghai,Rail,5.71,7.84,1
V103,0.73,MiddleEast-Asia,Singapore,Air,2.46,4.47,0
V102,2.81,Europe-US,Mumbai,Sea,6.52,8.64,1
V106,3.5,MiddleEast-Asia,Mumbai,Sea,8.32,7.04,1
V104,7.82,MiddleEast-Asia,Mumbai,Air,4.59,0.23,1
V106,9.93,Europe-US,New York,Sea,6.8,2.94,1
V104,2.41,Africa-Europe,Mumbai,Air,6.52,5.58,1
V102,8.74,MiddleEast-Asia,Dubai,Air,0.39,9.26,1
V104,8.31,MiddleEast-Asia,Berlin,Sea,1.83,1.02,0
V105,2.25,MiddleEast-Asia,Mumbai,Road,8.94,6.01,1
V105,3.99,MiddleEast-Asia,Singapore,Rail,9.39,3.02,1
V105,4.1,Europe-US,Singapore,Sea,7.8,8.89,1
V101,9.78,Africa-Europe,Mumbai,Road,9.21,7.65,1
V102,1.81,Africa-Europe,Mumbai,Air,3.06,3.7,0
V106,7.99,Asia-Europe,Dubai,Road,2.48,1.67,0
V106,3.34,MiddleEast-Asia,Mumbai,Sea,3.84,0.11,0
V101,7.31,MiddleEast-Asia,Mumbai,Sea,0.55,6.21,1
V104,4.2,Asia-Europe,Berlin,Road,8.1,4.06,1
V101,5.78,Africa-Europe,Singapore,Sea,9.84,3.15,1
V104,8.33,US-Asia,Dubai,Rail,8.24,9.86,1
V104,8.04,US-Asia,Singapore,Road,5.55,4.66,1
V103,8.66,Africa-Europe,Dubai,Air,2.95,7.5,1
V106,0.6,MiddleEast-Asia,Singapore,Road,1.98,1.77,0
V105,6.92,US-Asia,Mumbai,Road,3.64,0.13,0
V104,1.4,Europe-US,Singapore,Road,6.67,4.18,0
V103,4.16,Europe-US,Singapore,Road,4.47,6.66,1
V106,5.49,Asia-Europe,Dubai,Air,9.34,5.07,1
V105,4.03,Africa-Europe,Shanghai,Air,8.54,8.9,1
V104,5.2,Africa-Europe,Dubai,Air,1.02,4.34,0
V104,9.97,US-Asia,Dubai,Road,1.32,3.11,1
V101,1.35,MiddleEast-Asia,Dubai,Rail,6.76,9.16,1
V101,6.75,Africa-Europe,New York,Rail,2.31,4.07,1
V106,3.96,US-Asia,New York,Air,7.91,2.7,1
V105,1.33,US-Asia,New York,Rail,5.91,0.98,0
V104,1.59,Africa-Europe,Dubai,Rail,2.3,7.93,0
V106,9.49,US-Asia,Shanghai,Rail,4.79,8.25,1
V106,8.8,Asia-Europe,Dubai,Rail,4.06,0.33,1
V102,9.07,Asia-Europe,Mumbai,Rail,8.73,3.59,1
V101,9.92,Africa-Europe,Shanghai,Sea,0.32,7.5,1
V105,2.08,MiddleEast-Asia,New York,Air,8.96,9.46,1
V104,3.55,Asia-Europe,Singapore,Road,6.52,3.78,1
V106,6.69,Asia-Europe,Singapore,Rail,7.38,8.72,1
V104,4.84,Africa-Europe,Berlin,Sea,0.03,3.94,0
V102,4.18,Europe-US,Shanghai,Road,6.28,1.79,0
V105,3.58,US-Asia,New York,Sea,5.88,0.03,0
V106,5.94,Asia-Europe,Shanghai,Rail,5.37,3.3,1
V104,5.76,Europe-US,Shanghai,Rail,7.86,3.78,1
V101,1.61,MiddleEast-Asia,Singapore,Rail,5.56,9.45,1
V102,4.72,Europe-US,Dubai,Rail,8.57,2.06,1
V105,5.53,Africa-Europe,Mumbai,Road,2.33,3.82,0
V102,5.7,MiddleEast-Asia,Berlin,Road,8.06,0.25,1
V101,2.1,MiddleEast-Asia,New York,Sea,1.79,7.64,0
V105,7.42,Europe-US,Shanghai,Air,8.13,9.15,1
V102,0.25,Africa-Europe,Berlin,Rail,9.4,2.38,0
V103,3.55,Asia-Europe,Shanghai,Sea,3.36,4.29,0
V101,7.8,Europe-US,Singapore,Sea,5.3,1.22,1
V101,5.64,Asia-Europe,Mumbai,Sea,6.58,4.57,1
V101,2.61,Europe-US,Singapore,Rail,0.79,1.33,0
V103,6.95,Asia-Europe,Berlin,Rail,4.94,5.23,1
V103,5.67,Europe-US,New York,Sea,3.61,7.35,1
V104,7.96,MiddleEast-Asia,Shanghai,Rail,8.72,5.53,1
V106,7.35,US-Asia,Mumbai,Sea,8.77,2.45,1
